Animal code,Trial,Pen,Sampling time,Sampling date,Chicken body weight,Salmonella,Campylobacter,Clostridium,CRP,HPT,LPS,COR
CB05.14,CB,CB05,Day 35,03/06/2019,1760.8,NO,NO,NO,0,68.76,10.33,12.94
CB05.15,CB,CB05,Day 35,04/06/2019,1864.3,NO,NO,NO,0.17,15.23,40.99,9.71
CB05.16,CB,CB05,Day 35,04/06/2019,2104.3,NO,NO,NO,0.68,72.76,38.09,7.73
CB05.17,CB,CB05,Day 35,05/06/2019,2250.5,NO,NO,NO,0,106.34,47.64,5.35
CB05.18,CB,CB05,Day 35,05/06/2019,2123,NO,NO,NO,0,26.1,42.14,3.15
CB06.01,CB,CB06,Day 7,06/05/2019,189.4,NS,NS,NS,6.82,53.42,50.18,6.48
CB06.02,CB,CB06,Day 7,06/05/2019,169.7,NO,NO,NO,9.16,0,55.69,6.55
CB06.03,CB,CB06,Day 7,06/05/2019,159.2,NS,NS,NS,2.84,82.46,49.3,9.95
CB06.04,CB,CB06,Day 7,07/05/2019,182.5,NO,NO,NO,4.66,256.91,44.68,10.01
CB06.05,CB,CB06,Day 7,07/05/2019,195.8,NS,NS,NS,4.34,325.09,49.49,7.96
CB06.06,CB,CB06,Day 7,07/05/2019,198.6,NS,NS,NS,1.92,252.15,48.99,7.78
CB06.07,CB,CB06,Day 21,20/05/2019,1112.2,NO,NO,NO,0.93,24.35,34.21,5.53
CB06.08,CB,CB06,Day 21,20/05/2019,954.1,NS,NS,NS,0.85,21.89,33.48,9.49
CB06.09,CB,CB06,Day 21,20/05/2019,902.3,NO,NO,NO,0.8,39.31,30.81,8.97
CB06.10,CB,CB06,Day 21,21/05/2019,966.1,NO,NO,NO,0,78.69,8.26,8.35
CB06.11,CB,CB06,Day 21,21/05/2019,1059.3,NO,NO,NO,1.03,82.66,9.28,10.18
CB06.12,CB,CB06,Day 21,21/05/2019,1054.7,NO,NO,NO,0,81.61,9.19,14.49
CB06.13,CB,CB06,Day 35,03/06/2019,1875.1,NO,NO,NO,0,82.81,9.89,7.88
CB06.14,CB,CB06,Day 35,03/06/2019,2252.6,NO,NO,NO,0,82.54,14.98,7.92
CB06.15,CB,CB06,Day 35,04/06/2019,2119.4,NO,NO,NO,0.02,56.84,49,11.72
CB06.16,CB,CB06,Day 35,04/06/2019,2099.6,NO,NO,NO,0,7.99,54.38,5.42
CB06.17,CB,CB06,Day 35,05/06/2019,2434.2,NO,NO,NO,0,123.2,46.96,8
CB06.18,CB,CB06,Day 35,05/06/2019,2238,NO,NO,NO,0,19.12,46.45,9.24
CB07.01,CB,CB07,Day 7,06/05/2019,181.4,NO,NO,NO,4.75,103.89,52.39,11.97
CB07.02,CB,CB07,Day 7,06/05/2019,212.7,NO,NO,NO,4.92,69.78,49.89,9.94
CB07.03,CB,CB07,Day 7,06/05/2019,182.8,NS,NS,NS,4.76,2.42,49.45,5.97
CB07.04,CB,CB07,Day 7,07/05/2019,248.1,NS,NS,NS,3.54,1910.98,46.26,6.05
CB07.05,CB,CB07,Day 7,07/05/2019,194.5,NO,NO,NO,2.27,2036.43,47,11.74
CB07.06,CB,CB07,Day 7,07/05/2019,226.8,NO,NO,NO,3.76,1883,44.92,12.51
CB07.07,CB,CB07,Day 21,20/05/2019,902.6,NO,NO,NO,0.94,64.8,30.57,5.72
CB07.08,CB,CB07,Day 21,20/05/2019,1107,NS,NS,NS,0.79,21.56,33.84,51.94
CB07.09,CB,CB07,Day 21,20/05/2019,1044.5,NO,NO,NO,0.29,22.35,32.5,9.78
CB07.10,CB,CB07,Day 21,21/05/2019,1006.6,NO,NO,NO,0.69,68.56,6.96,5.86
CB07.11,CB,CB07,Day 21,21/05/2019,1112.6,NO,NO,NO,0.21,65.55,14.58,7.97
CB07.12,CB,CB07,Day 21,21/05/2019,1154.2,NO,NO,NO,0,84.88,11.42,8.92
CB07.13,CB,CB07,Day 35,03/06/2019,2540.7,NO,NO,NO,0,74.39,16.94,11.2
CB07.14,CB,CB07,Day 35,03/06/2019,2280,NO,NO,NO,0,65.83,10.69,18.42
CB07.15,CB,CB07,Day 35,04/06/2019,2658,NO,NO,NO,0,54.73,45.28,48.73
CB07.16,CB,CB07,Day 35,04/06/2019,2022.5,NO,NO,YES,0.33,87.78,44.61,10.5
CB07.17,CB,CB07,Day 35,05/06/2019,2436.1,NO,NO,NO,0,16.36,46.79,14.3
CB07.18,CB,CB07,Day 35,05/06/2019,3023.4,NO,NO,NO,0.03,35.84,46.29,21.39
CB08.01,CB,CB08,Day 7,06/05/2019,206.9,NO,NO,NO,2.9,0,47.85,9.07
CB08.02,CB,CB08,Day 7,06/05/2019,190.2,NO,NO,NO,3.14,201.72,55.69,12.46
CB08.03,CB,CB08,Day 7,06/05/2019,179.3,NO,NO,NO,2.98,1399.2,45.16,8.7
CB08.04,CB,CB08,Day 7,07/05/2019,203.4,NO,NO,NO,3.21,666.25,53.17,8.47
CB08.05,CB,CB08,Day 7,07/05/2019,225.3,NO,NO,NO,8.87,4216.1,50.37,12.23
CB08.06,CB,CB08,Day 7,07/05/2019,217.8,NS,NS,NS,0.89,21.1,28.07,6.99
CB08.07,CB,CB08,Day 21,20/05/2019,1115.9,NO,NO,NO,0.75,21.1,37.71,6.38
CB08.08,CB,CB08,Day 21,20/05/2019,973.8,NO,NO,NO,0.87,34.19,34.95,13.98
CB08.09,CB,CB08,Day 21,20/05/2019,892.9,NO,NO,NO,0,72.71,12.44,5.92
CB08.10,CB,CB08,Day 21,21/05/2019,1034.5,NO,NO,NO,5.97,506.5,54.04,5.67
CB08.11,CB,CB08,Day 21,21/05/2019,927.9,NO,NO,NO,0,76.17,10.42,8.93
CB08.12,CB,CB08,Day 21,21/05/2019,1171.3,NO,NO,NO,0.24,65.46,2.33,8.34
CB08.13,CB,CB08,Day 35,03/06/2019,2182.5,NO,NO,NO,0,114.53,7.68,21.95
CB08.14,CB,CB08,Day 35,03/06/2019,2100.3,NO,NO,NO,0,74.73,8.43,9.28
CB08.15,CB,CB08,Day 35,04/06/2019,2664.6,NO,NO,NO,0,8.64,49.17,14.69
CB08.16,CB,CB08,Day 35,04/06/2019,2300.9,NO,NO,NO,1,14.84,35.72,40.36
CB08.17,CB,CB08,Day 35,05/06/2019,2894,NO,NO,NO,0,37.52,47.81,26.5
CB08.18,CB,CB08,Day 35,05/06/2019,2140.3,NO,NO,NO,0,52.46,45.45,45.54
CB09.01,CB,CB09,Day 7,06/05/2019,168.3,NO,NO,NO,8.28,117.54,50.33,24.8
CB09.02,CB,CB09,Day 7,06/05/2019,184.6,NS,NS,NS,4.16,64.33,44.4,18.25
CB09.03,CB,CB09,Day 7,06/05/2019,194,NO,NO,NO,2.5,1069.41,38.12,7.81
CB09.04,CB,CB09,Day 7,07/05/2019,187.6,NS,NS,NS,2.99,0,51.76,9.47
CB09.05,CB,CB09,Day 7,07/05/2019,221.1,NS,NS,NS,3.57,0,52.4,19.12
CB09.06,CB,CB09,Day 7,07/05/2019,221.2,NS,NS,NS,2.64,177.11,56.02,9.67
CB09.07,CB,CB09,Day 21,20/05/2019,1065.4,NO,NO,NO,0.88,123.2,33.84,7.43
CB09.08,CB,CB09,Day 21,20/05/2019,924.4,NS,NS,NS,0.71,45.14,40,9.81
CB09.09,CB,CB09,Day 21,20/05/2019,905.9,NO,NO,NO,0,43.9,36.82,11.45
CB09.10,CB,CB09,Day 21,21/05/2019,996.8,NO,NO,NO,0.93,69.46,8.34,7.74
CB09.11,CB,CB09,Day 21,21/05/2019,1040.1,NO,NO,NO,1.11,73.55,7.68,6.82
CB09.12,CB,CB09,Day 21,21/05/2019,860,NO,NO,NO,0,111.25,6.25,10.29
CB09.13,CB,CB09,Day 35,03/06/2019,1410.3,NO,NO,NO,0,65.52,14.68,9.13
CB09.14,CB,CB09,Day 35,03/06/2019,2362.6,NO,NO,NO,0,82.92,14.78,6.94
CB09.15,CB,CB09,Day 35,04/06/2019,2256,NS,NS,NS,0,296.65,52.63,7.96
CB09.16,CB,CB09,Day 35,04/06/2019,2222.6,NO,NO,NO,0.98,29.55,46.79,5.25
CB09.17,CB,CB09,Day 35,05/06/2019,2223,NO,NO,NO,0.57,149.91,14.92,7.05
CB09.18,CB,CB09,Day 35,05/06/2019,1974.4,NO,NO,NO,0,63.59,8.44,5.36
CB10.01,CB,CB10,Day 7,06/05/2019,170.7,NO,NO,NO,1.89,50.08,46.11,7.29
CB10.02,CB,CB10,Day 7,06/05/2019,192.2,NS,NS,NS,1.24,80.09,43.69,11.28
CB10.03,CB,CB10,Day 7,06/05/2019,183.4,NO,NO,NO,2.39,123.22,45.11,18.36
CB10.04,CB,CB10,Day 7,07/05/2019,221.7,NO,NO,NO,2.08,394.88,50.62,10.48
CB10.05,CB,CB10,Day 7,07/05/2019,164.5,NS,NS,NS,1.01,7.9,53.55,10.46
CB10.06,CB,CB10,Day 7,07/05/2019,206.5,NO,NO,NO,0.96,0,51.26,7.2
CB10.07,CB,CB10,Day 21,20/05/2019,921,NO,NO,NO,0.85,24.82,35.2,5.67
CB10.08,CB,CB10,Day 21,20/05/2019,876.5,NO,NO,NO,0.66,94.57,36.32,7.68
CB10.09,CB,CB10,Day 21,20/05/2019,864.4,NO,NO,NO,0,45.56,35.57,6.38
CB10.10,CB,CB10,Day 21,21/05/2019,966.4,NO,NO,NO,0,139.74,11.24,8.94
CB10.11,CB,CB10,Day 21,21/05/2019,914.1,NO,NO,NO,0.4,83.38,11.88,8.11
CB10.12,CB,CB10,Day 21,21/05/2019,991.9,NO,NO,NO,0,69.46,10.87,4.92
CB10.13,CB,CB10,Day 35,03/06/2019,1944.5,NO,NO,NO,0,81.02,19.75,6.53
CB10.14,CB,CB10,Day 35,03/06/2019,2039.6,NS,NS,NS,0,65.37,14.88,5.86
CB10.15,CB,CB10,Day 35,04/06/2019,1850.8,NO,NO,NO,0.95,162.22,43.62,5.96
CB10.16,CB,CB10,Day 35,04/06/2019,2059.6,NO,NO,NO,0.5,13.78,46.12,9.82
CB10.17,CB,CB10,Day 35,05/06/2019,1997,NO,NO,NO,0.16,137.69,11.97,13.74
CB10.18,CB,CB10,Day 35,05/06/2019,2352,NO,NO,NO,1.67,50.16,8.13,6.59
CB11.01,CB,CB11,Day 7,06/05/2019,195.5,NS,NS,NS,6.87,24.65,44.69,8.8
CB11.02,CB,CB11,Day 7,06/05/2019,199.4,NS,NS,NS,3.86,36.5,44.83,10.11
CB11.03,CB,CB11,Day 7,06/05/2019,168.8,NO,NO,NO,6.05,2059.64,53.89,6.89
CB11.04,CB,CB11,Day 7,07/05/2019,243.7,NS,NS,NS,2.26,171.56,52.91,7.43
CB11.05,CB,CB11,Day 7,07/05/2019,217.8,NS,NS,NS,3.69,90.09,47.5,10.5
CB11.06,CB,CB11,Day 7,07/05/2019,217,NS,NS,NS,2.38,56.78,50.75,23.16
CB11.07,CB,CB11,Day 21,20/05/2019,864,NS,NS,NS,0.66,32.98,38.21,26.12
CB11.08,CB,CB11,Day 21,20/05/2019,883.2,NO,NO,NO,0.84,71.31,40.77,6.37
CB11.09,CB,CB11,Day 21,20/05/2019,900.6,NO,NO,NO,0.93,145.03,34.83,6.47
CB11.10,CB,CB11,Day 21,21/05/2019,895.6,NO,NO,NO,0.87,70.02,11.7,6.41
CB11.11,CB,CB11,Day 21,21/05/2019,1043.9,NS,NS,NS,1,65.9,9.63,100.72
CB11.12,CB,CB11,Day 21,21/05/2019,987.5,NO,NO,NO,0.93,73.53,4.38,19.48
CB11.13,CB,CB11,Day 35,03/06/2019,2332.4,NO,NO,NO,0,77.87,14.68,4.2
CB11.14,CB,CB11,Day 35,03/06/2019,1960.4,NO,NO,NO,0,67.1,12.63,55.89
CB11.15,CB,CB11,Day 35,04/06/2019,1978.4,NO,NO,NO,1.91,67.76,43.95,6.53
CB11.16,CB,CB11,Day 35,04/06/2019,2329.2,NO,NO,NO,0.65,79.95,61.21,16.33
CB11.17,CB,CB11,Day 35,05/06/2019,2256,NO,NO,NO,0.5,56.61,9.4,10.58
CB11.18,CB,CB11,Day 35,05/06/2019,2549.1,NO,NO,NO,0,45.65,9.72,17.67
CB12.01,CB,CB12,Day 7,06/05/2019,187.8,NS,NS,NS,2.77,0,50.62,19.67
CB12.02,CB,CB12,Day 7,06/05/2019,191.7,NS,NS,NS,3.36,8.99,49.45,9.96
CB12.03,CB,CB12,Day 7,06/05/2019,188.9,NO,NO,NO,6.14,248.51,51.21,17.04
CB12.04,CB,CB12,Day 7,07/05/2019,223.3,NO,NO,NO,1.96,310.37,52.15,12.66
CB12.05,CB,CB12,Day 7,07/05/2019,213.1,NS,NS,NS,3.17,476.34,48.49,15.89
CB12.06,CB,CB12,Day 7,07/05/2019,224,NS,NS,NS,4.22,846.52,47,11.35
CB12.07,CB,CB12,Day 21,20/05/2019,1048.2,NO,NO,NO,0.24,49.06,37.83,9.4
CB12.08,CB,CB12,Day 21,20/05/2019,789,NO,NO,NO,0,59.35,33.97,11.6
CB12.09,CB,CB12,Day 21,20/05/2019,877.8,NO,NO,NO,0,20.9,32.74,9.86
CB12.10,CB,CB12,Day 21,21/05/2019,1084,NO,NO,NO,0.56,69.77,6.02,9.18
CB12.11,CB,CB12,Day 21,21/05/2019,1021.3,NO,NO,NO,0,69.99,2.86,9.68
CB12.12,CB,CB12,Day 21,21/05/2019,1100,NO,NO,NO,0.47,66.47,13.3,11.72
CB12.13,CB,CB12,Day 35,03/06/2019,2590.8,NO,NO,NO,0,66.07,11.7,15.13
CB12.14,CB,CB12,Day 35,03/06/2019,2902.5,NO,NO,NO,0,82.38,11.51,23.27
CB12.15,CB,CB12,Day 35,04/06/2019,2513,NO,NO,NO,0.5,28.81,45.78,9.18
CB12.16,CB,CB12,Day 35,04/06/2019,2420.1,NO,NO,NO,0,228.44,52.1,15.05
CB12.17,CB,CB12,Day 35,05/06/2019,2400.7,NO,NO,NO,1.73,44.03,9.56,10.17
CB12.18,CB,CB12,Day 35,05/06/2019,2099.9,NS,NS,NS,0.62,101.89,9.4,5.59
CB13.01,CB,CB13,Day 7,06/05/2019,152.3,NS,NS,NS,3.11,181.58,48.28,13.78
CB13.02,CB,CB13,Day 7,06/05/2019,181.2,NS,NS,NS,2.33,34.82,51.65,12.87
CB13.03,CB,CB13,Day 7,06/05/2019,183.2,NO,NO,NO,3.87,110.62,53.89,4.44
CB13.04,CB,CB13,Day 7,07/05/2019,210.3,NO,NO,NO,2.33,564.53,46.39,9.34
CB13.05,CB,CB13,Day 7,07/05/2019,241.5,NO,NO,NO,2.46,149.13,47.87,5.77
CB13.06,CB,CB13,Day 7,07/05/2019,235.6,NO,NO,NO,2.44,0,51.64,5.82
CB13.07,CB,CB13,Day 21,20/05/2019,1116.7,NO,NO,NO,0.79,223.68,37.33,4.98
CB13.08,CB,CB13,Day 21,20/05/2019,999.5,NO,NO,NO,0.67,73.05,32.99,7.77
CB13.09,CB,CB13,Day 21,20/05/2019,852.5,NO,NO,NO,0,77.53,35.57,19.78
CB13.10,CB,CB13,Day 21,21/05/2019,1030.1,NO,NO,NO,0,68.93,6.32,.
CB13.11,CB,CB13,Day 21,21/05/2019,940.6,NO,NO,NO,0.75,74.03,5.11,23.3
CB13.12,CB,CB13,Day 21,21/05/2019,1116.7,NO,NO,NO,0.57,78.83,5.41,13
CB13.13,CB,CB13,Day 35,03/06/2019,2265.9,NO,NO,NO,0,9.69,47.13,21.86
CB13.14,CB,CB13,Day 35,03/06/2019,2106.3,NO,NO,NO,0.5,12.42,42.3,81.16
CB13.15,CB,CB13,Day 35,04/06/2019,2205.3,NO,NO,NO,0,7.1,57.23,29.54
CB13.16,CB,CB13,Day 35,04/06/2019,2322.3,NO,NO,NO,0.15,22.77,50.89,13.89
CB13.17,CB,CB13,Day 35,05/06/2019,2588.7,NO,NO,NO,0.63,42.46,7.97,20.2
CB13.18,CB,CB13,Day 35,05/06/2019,1877.2,NO,NO,NO,0,187.32,9.72,28.95
CB14.01,CB,CB14,Day 7,06/05/2019,179.8,NS,NS,NS,6.72,144.06,45.54,7.06
CB14.02,CB,CB14,Day 7,06/05/2019,156.4,NO,NO,NO,4.9,0,55.84,6.19
CB14.03,CB,CB14,Day 7,06/05/2019,198.6,NO,NO,NO,4.41,614.47,56.75,7.05
CB14.04,CB,CB14,Day 7,07/05/2019,222.1,NS,NS,NS,1.16,1351.88,50.5,7.86
CB14.05,CB,CB14,Day 7,07/05/2019,184.1,NS,NS,NS,3.56,32.6,49.24,14.25
CB14.06,CB,CB14,Day 7,07/05/2019,224.7,NS,NS,NS,6.64,169.41,53.17,7.08
CB14.07,CB,CB14,Day 21,20/05/2019,1011.4,NO,NO,NO,0,143.95,38.72,17.22
CB14.08,CB,CB14,Day 21,20/05/2019,986.2,NO,NO,NO,0.44,51.43,38.59,56.16
CB14.09,CB,CB14,Day 21,20/05/2019,1013.9,NO,NO,NO,0.56,43.09,41.54,50.46
CB14.10,CB,CB14,Day 21,21/05/2019,959.8,NO,NO,NO,0.93,65.34,12.73,14.32
CB14.11,CB,CB14,Day 21,21/05/2019,978.4,NS,NS,NS,0.74,65.36,6.64,20.53
CB14.12,CB,CB14,Day 21,21/05/2019,1056.8,NO,NO,NO,0,76.29,5.33,9.93
CB14.13,CB,CB14,Day 35,03/06/2019,2110.4,NO,NO,NO,0.98,76.18,47.47,11.61
CB14.14,CB,CB14,Day 35,03/06/2019,2264.3,NO,NO,NO,0.73,6.51,47.81,26
CB14.15,CB,CB14,Day 35,04/06/2019,2268.7,NO,NO,NO,0.93,80.22,51.58,46.15
CB14.16,CB,CB14,Day 35,04/06/2019,2351.8,NO,NO,NO,1,28.96,55.8,9.32
CB14.17,CB,CB14,Day 35,05/06/2019,2596,NO,NO,NO,0.68,76.97,7.49,4.11
CB14.18,CB,CB14,Day 35,05/06/2019,2418.9,NO,NO,NO,0,44.03,8.76,73.7
CB15.01,CB,CB15,Day 7,06/05/2019,191.4,NS,NS,NS,4.31,262.68,52.84,3.91
CB15.02,CB,CB15,Day 7,06/05/2019,211.7,NO,NO,NO,7.29,27.64,54.34,15.42
CB15.03,CB,CB15,Day 7,06/05/2019,161.8,NO,NO,NO,3.39,332.3,52.69,7.41
CB15.04,CB,CB15,Day 7,07/05/2019,199.2,NO,NO,NO,5.08,846.52,48.49,5.29
CB15.05,CB,CB15,Day 7,07/05/2019,199.5,NS,NS,NS,2.32,58.14,50.24,13.45
CB15.06,CB,CB15,Day 7,07/05/2019,209.4,NO,NO,NO,3.35,188.9,50.88,17.48
CB15.07,CB,CB15,Day 21,20/05/2019,890.9,NO,NO,NO,0,22.7,31.65,5.08
CB15.08,CB,CB15,Day 21,20/05/2019,947.4,NO,NO,NO,0,22.25,37.45,6.71
CB15.09,CB,CB15,Day 21,20/05/2019,907.2,NO,NO,NO,0,64.8,42.06,7.99
CB15.10,CB,CB15,Day 21,21/05/2019,1032.2,NS,NS,NS,0.54,116.56,6.4,15.32
CB15.11,CB,CB15,Day 21,21/05/2019,1023.5,NO,NO,NO,0.86,129.82,8.77,36.31
CB15.12,CB,CB15,Day 21,21/05/2019,1033,NO,NO,NO,0,102.25,6.88,19.33
CB15.13,CB,CB15,Day 35,03/06/2019,2047.9,NO,NO,NO,0.62,9.98,51.06,44.51
CB15.14,CB,CB15,Day 35,03/06/2019,1970.4,NO,NO,NO,0.64,29.55,49.34,17.57
CB15.15,CB,CB15,Day 35,04/06/2019,2285.2,NO,NO,NO,0.29,11.57,54.56,11.99
CB15.16,CB,CB15,Day 35,04/06/2019,2173.2,NO,NO,NO,0.25,30.3,51.76,84.16
CB15.17,CB,CB15,Day 35,05/06/2019,2152.5,NO,NO,NO,0,44.85,10.68,55.14
CB15.18,CB,CB15,Day 35,05/06/2019,2197.6,NO,NO,NO,0,56.52,8.92,12.47
CB16.01,CB,CB16,Day 7,06/05/2019,224.2,NO,NO,NO,6.44,334.61,62.15,9.67
CB16.02,CB,CB16,Day 7,06/05/2019,155.7,NS,NS,NS,3.58,129.02,60.59,7.74
CB16.03,CB,CB16,Day 7,06/05/2019,183.4,NS,NS,NS,6.16,219.4,65.93,16.02
CB16.04,CB,CB16,Day 7,07/05/2019,223,NS,NS,NS,6.44,93.19,47,4.73
CB16.05,CB,CB16,Day 7,07/05/2019,222.1,NO,NO,NO,2.06,288.84,51.64,27.98
CB16.06,CB,CB16,Day 7,07/05/2019,239.3,NS,NS,NS,4.62,1418.58,52.27,6.36
CB16.07,CB,CB16,Day 21,20/05/2019,1083.5,NO,NO,NO,0.56,23.74,39.74,16.1
CB16.08,CB,CB16,Day 21,20/05/2019,1031.5,NO,NO,NO,0,22.8,38.08,12.66
CB16.09,CB,CB16,Day 21,20/05/2019,871.1,NO,NO,NO,0,31.86,39.74,54.72
CB16.10,CB,CB16,Day 21,21/05/2019,1031.4,NO,NO,NO,0,72.48,8.18,36.39
CB16.11,CB,CB16,Day 21,21/05/2019,731.1,NO,NO,NO,0,65.38,11.42,26.15
CB16.12,CB,CB16,Day 21,21/05/2019,966.6,NO,NO,NO,0.21,65.42,10.69,13.42
CB16.13,CB,CB16,Day 35,03/06/2019,2600.6,NO,NO,NO,0.22,11.57,42.79,22.88
CB16.14,CB,CB16,Day 35,03/06/2019,2050.8,NS,NS,NS,0.02,127.69,36.51,5.04
CB16.15,CB,CB16,Day 35,04/06/2019,2506.3,NO,NO,NO,0.4,217.67,43.95,20.53
CB16.16,CB,CB16,Day 35,04/06/2019,2309.2,NO,NO,NO,0.11,37.69,48.32,9.35
CB16.17,CB,CB16,Day 35,05/06/2019,3191.9,NO,NO,NO,0,43.36,8.92,33.01
CB16.18,CB,CB16,Day 35,05/06/2019,2404.1,NO,NO,NO,1.36,97.12,8.92,19.51
CB17.01,CB,CB17,Day 7,06/05/2019,215.5,NS,NS,NS,7.47,0,46.14,6.64
CB17.02,CB,CB17,Day 7,06/05/2019,219.5,NS,NS,NS,5.29,0,45.04,8.02
CB17.03,CB,CB17,Day 7,06/05/2019,180.8,NS,NS,NS,10.13,23.08,42.63,9.45
CB17.04,CB,CB17,Day 7,07/05/2019,219.4,NO,NO,NO,4.87,0,47.62,8.42
CB17.05,CB,CB17,Day 7,07/05/2019,169.7,NS,NS,NS,2.7,0,51,9.2
CB17.06,CB,CB17,Day 7,07/05/2019,202.2,NO,NO,NO,1.72,561.38,41.56,6.01
CB17.07,CB,CB17,Day 21,20/05/2019,609.7,NO,NO,NO,0,43.96,39.48,14.49
CB17.08,CB,CB17,Day 21,20/05/2019,991.3,NO,NO,NO,0.86,139.28,41.16,8.9
CB17.09,CB,CB17,Day 21,20/05/2019,1170.2,NO,NO,NO,0,20.98,40,11.83
CB17.10,CB,CB17,Day 21,21/05/2019,1130.3,NO,NO,NO,0.5,72.92,8.68,14.51
CB17.11,CB,CB17,Day 21,21/05/2019,1020.6,NO,NO,NO,0,97.93,4.38,22.54
CB17.12,CB,CB17,Day 21,21/05/2019,1278.1,NO,NO,NO,0,74.03,7.52,14.96
CB17.13,CB,CB17,Day 35,03/06/2019,2314.8,NO,NO,NO,0,6.83,43.78,18
CB17.14,CB,CB17,Day 35,03/06/2019,2362,NO,NO,NO,0.67,12.42,45.28,32.07
CB17.15,CB,CB17,Day 35,04/06/2019,2484.6,NO,NO,NO,0.01,60.08,64.91,14.75
CB17.16,CB,CB17,Day 35,04/06/2019,2676.8,NS,NS,NS,0.6,3.96,48.32,8.08
CB17.17,CB,CB17,Day 35,05/06/2019,2729.1,NO,NO,NO,0.85,42.68,9.72,17.93
CB17.18,CB,CB17,Day 35,05/06/2019,2758.3,NO,NO,NO,1.44,104.06,9.72,24.16
CB18.01,CB,CB18,Day 7,06/05/2019,197.8,NS,NS,NS,7.17,0,35.53,18.79
CB18.02,CB,CB18,Day 7,06/05/2019,180.5,NO,NO,NO,6.13,55.43,43.83,14.49
CB18.03,CB,CB18,Day 7,06/05/2019,171.3,NS,NS,NS,6.11,0,41.32,182.94
CB18.04,CB,CB18,Day 7,07/05/2019,224.5,NO,NO,NO,0.97,279.48,45.9,12.4
CB18.05,CB,CB18,Day 7,07/05/2019,206.4,NO,NO,NO,4.69,1025.87,45.65,9.59
CB18.06,CB,CB18,Day 7,07/05/2019,217,NS,NS,NS,2.87,94.75,45.53,13.31
CB18.07,CB,CB18,Day 21,20/05/2019,912.8,NO,NO,NO,0,97.52,41.29,10.63
CB18.08,CB,CB18,Day 21,20/05/2019,739.8,NO,NO,NO,0.83,83.35,41.67,10.98
CB18.09,CB,CB18,Day 21,20/05/2019,876.1,NO,NO,NO,0.21,50.43,40.25,7.46
CB18.10,CB,CB18,Day 21,21/05/2019,1092.9,NO,NO,NO,0,66.67,11.97,8.74
CB18.11,CB,CB18,Day 21,21/05/2019,918.3,NO,NO,NO,0.54,80.27,9.71,25.09
CB18.12,CB,CB18,Day 21,21/05/2019,837.8,NO,NO,NO,0.7,65.35,11.79,12.93
CB18.13,CB,CB18,Day 35,03/06/2019,2538.2,NO,NO,NO,0.37,32.77,45.45,5.21
CB18.14,CB,CB18,Day 35,03/06/2019,2033.5,NO,NO,NO,0.53,35.18,41.64,12.18
CB18.15,CB,CB18,Day 35,04/06/2019,2367.6,NO,NO,NO,0.49,351.26,57.23,15.5
CB18.16,CB,CB18,Day 35,04/06/2019,2288.1,NO,NO,NO,0.33,4.82,53.33,11.2
CB18.17,CB,CB18,Day 35,05/06/2019,2812.4,NO,NO,NO,0,94.9,8.13,11.93
CB18.18,CB,CB18,Day 35,05/06/2019,2177.2,NO,NO,NO,0,171.06,8.92,7.18
CB19.01,CB,CB19,Day 7,06/05/2019,211.7,NS,NS,NS,6.64,0,44.32,21.04
CB19.02,CB,CB19,Day 7,06/05/2019,216.5,NS,NS,NS,11.33,386.84,37.36,9.24
CB19.03,CB,CB19,Day 7,06/05/2019,157.1,NS,NS,NS,7.37,16.38,47.87,22.8
CB19.04,CB,CB19,Day 7,07/05/2019,228.2,NO,NO,NO,2.14,494.04,42.75,6.79
CB19.05,CB,CB19,Day 7,07/05/2019,207.9,NS,NS,NS,2.17,1042.6,44.19,8.23
CB19.06,CB,CB19,Day 7,07/05/2019,202.5,NO,NO,NO,3.57,1304.2,48.24,6.76
CB19.07,CB,CB19,Day 21,20/05/2019,859.8,NO,NO,NO,0,45.62,44.95,21.74
CB19.08,CB,CB19,Day 21,20/05/2019,971.8,NO,NO,NO,0.84,33.58,44.29,11.35
CB19.09,CB,CB19,Day 21,20/05/2019,984,NO,NO,NO,0,36.46,39.87,5.95
CB19.10,CB,CB19,Day 21,21/05/2019,1038.7,NO,NO,NO,0,66.83,10.42,27.8
CB19.11,CB,CB19,Day 21,21/05/2019,1051,NO,NO,NO,0.65,79,3.54,13.68
CB19.12,CB,CB19,Day 21,21/05/2019,900.9,NO,NO,NO,0.92,59.06,14.48,14.27
CB19.13,CB,CB19,Day 35,03/06/2019,2290.2,NO,NO,NO,0.4,99.09,39.7,8.59
CB19.14,CB,CB19,Day 35,03/06/2019,2115.8,NO,NO,NO,1.54,34.37,38.89,25.62
CB19.15,CB,CB19,Day 35,04/06/2019,1998.6,NO,NO,NO,0.89,101.66,58.13,13.22
CB19.16,CB,CB19,Day 35,04/06/2019,2566.8,NO,NO,NO,0.62,104.57,46.79,17.18
CB19.17,CB,CB19,Day 35,05/06/2019,2253,NO,NO,NO,0,49.27,7.97,29.96
CB19.18,CB,CB19,Day 35,05/06/2019,2500.3,NO,NO,NO,0,75.21,8.6,17.75
CB20.01,CB,CB20,Day 7,06/05/2019,203,NS,NS,NS,5.53,5.86,44.68,14.64
CB20.02,CB,CB20,Day 7,06/05/2019,188.8,NS,NS,NS,5.27,0,41.8,11.8
CB20.03,CB,CB20,Day 7,06/05/2019,197.4,NO,NO,NO,4.19,0,39.32,11.43
